,id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price,month,file date,Purchase Price Category,Market Cap Category,Rank
652,653,Dorisa,Snasel,RESN,Technology,NASDAQ,Resonant Inc.,57730000.0,8859.40,11,01/11/2023,Low,Small,3.0
657,658,Duffy,Sooley,TEP,Public Utilities,NYSE,"Tallgrass Energy Partners, LP",3400000000.0,74452.16,11,01/11/2023,High,Large,1.0
662,663,Channa,Kimbell,JCE,,NYSE,Nuveen Core Equity Alpha Fund,234720000.0,99835.42,11,01/11/2023,Very High,Medium,1.0
672,673,Reinold,Buttle,PSCF,,NASDAQ,PowerShares S&P SmallCap Financials Portfolio,243510000.0,73297.71,11,01/11/2023,High,Medium,3.0
673,674,Shanda,Soares,INTC,Technology,NASDAQ,Intel Corporation,165800000000.0,27192.54,11,01/11/2023,Medium,Huge,4.0
720,721,Maude,Serris,CMCSA,Consumer Services,NASDAQ,Comcast Corporation,195790000000.0,71159.65,11,01/11/2023,High,Huge,1.0
722,723,Perren,Eggleton,EMMS,Consumer Services,NASDAQ,Emmis Communications Corporation,39090000.0,8806.29,11,01/11/2023,Low,Small,4.0
724,725,Merry,Sawford,TNDM,Health Care,NASDAQ,"Tandem Diabetes Care, Inc.",44420000.0,72231.68,11,01/11/2023,High,Small,4.0
727,728,Horten,Domenichini,HSGX,Health Care,NASDAQ,Histogenics Corporation,35470000.0,8711.39,11,01/11/2023,Low,Small,5.0
746,747,Angelika,Etchingham,LOPE,Consumer Services,NASDAQ,"Grand Canyon Education, Inc.",3900000000.0,98706.05,11,01/11/2023,Very High,Large,3.0
767,768,Abigale,Panchin,QCP,Consumer Services,NYSE,"Quality Care Properties, Inc.",1650000000.0,99802.33,11,01/11/2023,Very High,Large,1.0
790,791,Evvie,Nayer,UBOH,Finance,NASDAQ,"United Bancshares, Inc.",69910000.0,74385.30,11,01/11/2023,High,Small,2.0
796,797,Bell,Thumnel,ALJJ,Miscellaneous,NASDAQ,"ALJ Regional Holdings, Inc.",113530000.0,48353.48,11,01/11/2023,Medium,Medium,3.0
808,809,Renaud,Hardeman,OLD,,NASDAQ,The Long-Term Care ETF,2700000.0,49686.71,11,01/11/2023,Medium,Small,1.0
822,823,Gwyneth,Connochie,GALE,Health Care,NASDAQ,"Galena Biopharma, Inc.",20660000.0,99001.84,11,01/11/2023,Very High,Small,2.0
829,830,Thedric,Jirus,EVT,,NYSE,Eaton Vance Tax Advantaged Dividend Income Fund,1600000000.0,98601.19,11,01/11/2023,Very High,Large,4.0
846,847,Lissie,Stoile,IPG,Technology,NYSE,"Interpublic Group of Companies, Inc. (The)",9640000000.0,48191.92,11,01/11/2023,Medium,Large,5.0
848,849,Ciel,Puzey,PLOW,Capital Goods,NYSE,"Douglas Dynamics, Inc.",689020000.0,48873.06,11,01/11/2023,Medium,Medium,2.0
874,875,Tally,Laity,SOHO,Consumer Services,NASDAQ,Sotherly Hotels Inc.,91070000.0,47631.42,11,01/11/2023,Medium,Small,5.0
875,876,Candace,Tokell,VZ,Public Utilities,NYSE,Verizon Communications Inc.,190220000000.0,61608.85,11,01/11/2023,High,Huge,4.0
895,896,Edi,Geany,IXUS,,NASDAQ,iShares Core MSCI Total International Stock ETF,6260000000.0,49060.11,11,01/11/2023,Medium,Large,3.0
912,913,Kirbee,Carcass,L,Finance,NYSE,Loews Corporation,16210000000.0,98278.82,11,01/11/2023,Very High,Large,5.0
918,919,Loleta,Uridge,TRP,Public Utilities,NYSE,TransCanada Corporation,41810000000.0,9228.60,11,01/11/2023,Low,Large,3.0
931,932,Ginevra,Schaumann,FAST,Consumer Services,NASDAQ,Fastenal Company,12840000000.0,48670.86,11,01/11/2023,Medium,Large,4.0
959,960,Rochella,MacElane,BFK,,NYSE,BlackRock Municipal Income Trust,638920000.0,73646.68,11,01/11/2023,High,Medium,2.0
965,966,Carlie,Cardow,PXS,Transportation,NASDAQ,Pyxis Tankers Inc.,26870000.0,71717.35,11,01/11/2023,High,Small,5.0
981,982,Jarrod,Plaskitt,SBS,Public Utilities,NYSE,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,6550000000.0,98817.08,11,01/11/2023,Very High,Large,2.0
989,990,Zacherie,Pollastrino,LAMR,Consumer Services,NASDAQ,Lamar Advertising Company,7220000000.0,49863.44,11,01/11/2023,Medium,Large,1.0
994,995,Staci,Molyneaux,BP,Energy,NYSE,BP p.l.c.,117990000000.0,48834.11,11,01/11/2023,Medium,Huge,1.0
11,12,Othilia,Ortler,FLOW,Technology,NYSE,"SPX FLOW, Inc.",1640000000.0,9811.38,,01/1/2023,Low,Large,3.0
53,54,Jany,Hancke,CSOD,Technology,NASDAQ,"Cornerstone OnDemand, Inc.",2089999999.9999998,74079.42,,01/1/2023,High,Large,5.0
71,72,Lek,Kulis,EDD,,NYSE,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",544390000.0,9699.45,,01/1/2023,Low,Medium,1.0
106,107,Chico,De Maria,CBA           ,,NYSE,ClearBridge American Energy MLP Fund Inc.,508590000.0,48507.84,,01/1/2023,Medium,Medium,5.0
119,120,Nealson,Hosburn,VSTM,Health Care,NASDAQ,"Verastem, Inc.",74720000.0,74416.07,,01/1/2023,High,Small,3.0
124,125,Margret,Harry,SHOP,Technology,NYSE,Shopify Inc.,7350000000.0,49796.86,,01/1/2023,Medium,Large,1.0
147,148,Mickie,Brack,AR,Energy,NYSE,Antero Resources Corporation,7130000000.0,49504.15,,01/1/2023,Medium,Large,3.0
153,154,Sherline,Vowels,IZEA,Consumer Services,NASDAQ,IZEA Inc.,12380000.0,48496.19,,01/1/2023,Medium,Small,1.0
160,161,Rudiger,Mathieson,FLKS,Health Care,NASDAQ,"Flex Pharma, Inc.",64330000.0,96663.47,,01/1/2023,Very High,Small,3.0
185,186,Dur,Presnall,BP,Energy,NYSE,BP p.l.c.,117990000000.0,86921.67,,01/1/2023,Very High,Huge,1.0
187,188,Cherey,Tollemache,BA,Capital Goods,NYSE,Boeing Company (The),118570000000.0,15340.41,,01/1/2023,Low,Huge,3.0
192,193,Sibley,Toffel,APPS,Miscellaneous,NASDAQ,"Digital Turbine, Inc.",69300000.0,7931.38,,01/1/2023,Low,Small,2.0
203,204,Augustina,Pyser,ATRA,Health Care,NASDAQ,"Atara Biotherapeutics, Inc.",371140000.0,9045.58,,01/1/2023,Low,Medium,4.0
206,207,Dyanna,Buckthorp,HLS,Health Care,NYSE,HealthSouth Corporation,4240000000.0,99572.76,,01/1/2023,Very High,Large,2.0
233,234,Sharyl,Pretor,SLF,Finance,NYSE,Sun Life Financial Inc.,20990000000.0,99652.96,,01/1/2023,Very High,Large,1.0
257,258,Sabra,Windrus,KCAP,,NASDAQ,"KCAP Financial, Inc.",128800000.00000001,99956.14,,01/1/2023,Very High,Medium,1.0
263,264,Janel,Bortolotti,RY,Finance,NYSE,Royal Bank Of Canada,103480000000.0,3052.98,,01/1/2023,Low,Huge,1.0
279,280,Thalia,Crowson,FEM,,NASDAQ,First Trust Emerging Markets AlphaDEX Fund,274060000.0,98925.10,,01/1/2023,Very High,Medium,3.0
294,295,Normie,Simms,EGT,Consumer Durables,NASDAQ,Entertainment Gaming Asia Incorporated,33920000.0,43712.69,,01/1/2023,Medium,Small,4.0
296,297,Philippa,Layton,CAMT,Capital Goods,NASDAQ,Camtek Ltd.,197240000.0,98851.52,,01/1/2023,Very High,Medium,5.0
330,331,Meris,Dalliwater,FGP,Consumer Services,NYSE,"Ferrellgas Partners, L.P.",508110000.0,49493.75,,01/1/2023,Medium,Medium,2.0
346,347,Andros,Scholl,OTTW,Finance,NASDAQ,"Ottawa Bancorp, Inc.",48540000.0,7409.09,,01/1/2023,Low,Small,4.0
357,358,Sarajane,Brunelleschi,ELTK,Technology,NASDAQ,Eltek Ltd.,6800000.0,96189.86,,01/1/2023,Very High,Small,4.0
370,371,Marnie,Glozman,WLFC,Consumer Durables,NASDAQ,Willis Lease Finance Corporation,170650000.0,48648.41,,01/1/2023,Medium,Medium,4.0
401,402,Natassia,Fackney,AUO,Technology,NYSE,AU Optronics Corp,3900000000.0,9911.68,,01/1/2023,Low,Large,2.0
414,415,Maxi,Westhoff,LUX,Health Care,NYSE,"Luxottica Group, S.p.A.",29050000000.0,49426.81,,01/1/2023,Medium,Large,4.0
422,423,Frederic,Marcome,BLH,,NYSE,Blackrock New York Municipal 2018 Term Trust,53990000.0,74802.50,,01/1/2023,High,Small,1.0
424,425,Bernetta,Garshore,OSK,Capital Goods,NYSE,Oshkosh Corporation,5070000000.0,74935.82,,01/1/2023,High,Large,2.0
430,431,Morley,Bogey,FCAN,,NASDAQ,First Trust Canada AlphaDEX Fund,5610000.0,99610.74,,01/1/2023,Very High,Small,1.0
540,541,Darla,Wilce,MSFG,Finance,NASDAQ,"MainSource Financial Group, Inc.",861230000.0,49784.38,,01/1/2023,Medium,Medium,1.0
563,564,Elbert,Cox,PKOH,Capital Goods,NASDAQ,Park-Ohio Holdings Corp.,480350000.0,49364.16,,01/1/2023,Medium,Medium,3.0
580,581,Romain,Hemms,ANTM,Health Care,NYSE,"Anthem, Inc.",50340000000.0,99259.06,,01/1/2023,Very High,Large,5.0
582,583,Clifford,Sherrington,JOUT,Consumer Non-Durables,NASDAQ,Johnson Outdoors Inc.,440370000.0,9160.97,,01/1/2023,Low,Medium,3.0
609,610,Kellia,Starking,OPHT,Health Care,NASDAQ,Ophthotech Corporation,93930000.0,74136.15,,01/1/2023,High,Small,5.0
627,628,Atalanta,Pascall,HIHO,Capital Goods,NASDAQ,Highway Holdings Limited,12900000.0,45683.50,,01/1/2023,Medium,Small,3.0
631,632,Anatol,Povey,JCOM,Technology,NASDAQ,"j2 Global, Inc.",4230000000.0000005,9949.83,,01/1/2023,Low,Large,1.0
632,633,Dalton,Avesque,AETI,Energy,NASDAQ,"American Electric Technologies, Inc.",12310000.0,74611.89,,01/1/2023,High,Small,2.0
670,671,Barron,Scawton,SWX,Public Utilities,NYSE,"Southwest Gas Holdings, Inc.",3700000000.0,8322.22,,01/1/2023,Low,Large,5.0
675,676,Jere,Cofax,CADE,Finance,NYSE,Cadence Bancorporation,1890000000.0,9223.60,,01/1/2023,Low,Large,4.0
682,683,Hercules,Tinner,LPTX,Health Care,NASDAQ,"LEAP THERAPEUTICS, INC.",54950000.0,43500.13,,01/1/2023,Medium,Small,5.0
688,689,Kearney,Rodenhurst,FTAI,,NYSE,Fortress Transportation and Infrastructure Investors LLC,1190000000.0,49694.92,,01/1/2023,Medium,Large,2.0
709,710,Doyle,Gillice,GAIA,Consumer Services,NASDAQ,"Gaia, Inc.",167440000.0,7736.75,,01/1/2023,Low,Medium,5.0
714,715,Jeanne,Ugolini,PLAY,Consumer Services,NASDAQ,"Dave & Buster's Entertainment, Inc.",2840000000.0,74621.72,,01/1/2023,High,Large,3.0
727,728,Cassandre,Gravells,MN,Finance,NYSE,"Manning & Napier, Inc.",63230000.0,95514.58,,01/1/2023,Very High,Small,5.0
734,735,Thorndike,Marchi,LLEX,Energy,NASDAQ,"Lilis Energy, Inc.",267730000.00000003,98911.08,,01/1/2023,Very High,Medium,4.0
740,741,Peta,Duff,KMG,Basic Industries,NYSE,"KMG Chemicals, Inc.",581400000.0,73116.32,,01/1/2023,High,Medium,5.0
771,772,Minda,Trueman,EXA,Technology,NASDAQ,Exa Corporation,203270000.0,74152.06,,01/1/2023,High,Medium,2.0
790,791,Violet,Popov,XOM,Energy,NYSE,Exxon Mobil Corporation,353770000000.0,39345.93,,01/1/2023,Medium,Huge,1.0
793,794,Merrick,Seel,EPIX,Health Care,NASDAQ,ESSA Pharma Inc.,19790000.0,98758.62,,01/1/2023,Very High,Small,2.0
839,840,Anallese,Bartoli,BWP,Public Utilities,NYSE,Boardwalk Pipeline Partners L.P.,4380000000.0,49357.51,,01/1/2023,Medium,Large,5.0
849,850,Walden,Rossetti,APPS,Miscellaneous,NASDAQ,"Digital Turbine, Inc.",69300000.0,7702.97,,01/1/2023,Low,Small,3.0
864,865,Farand,Tutchener,EVBS,Finance,NASDAQ,"Eastern Virginia Bankshares, Inc.",142790000.0,74337.53,,01/1/2023,High,Medium,1.0
867,868,Angelika,Shurman,DOC,Consumer Services,NYSE,Physicians Realty Trust,3260000000.0,74155.03,,01/1/2023,High,Large,4.0
868,869,Annnora,Holliar,RPRX,Health Care,NASDAQ,Repros Therapeutics Inc.,9140000.0,74395.33,,01/1/2023,High,Small,4.0
872,873,Linus,Duinbleton,EGO,Basic Industries,NYSE,Eldorado Gold Corporation,1970000000.0,99358.56,,01/1/2023,Very High,Large,4.0
902,903,Hamlen,Estevez,FPL,,NYSE,First Trust New Opportunities MLP & Energy Fund,296280000.0,9639.52,,01/1/2023,Low,Medium,2.0
914,915,Lamar,Pien,KEX,Consumer Services,NYSE,Kirby Corporation,3480000000.0,99539.57,,01/1/2023,Very High,Large,3.0
916,917,Kacie,Guiel,JPI,,NYSE,Nuveen Preferred and Income Term Fund,560060000.0,73970.74,,01/1/2023,High,Medium,3.0
924,925,Berny,McGerr,CWAY,Finance,NASDAQ,"Coastway Bancorp, Inc.",91140000.0,47391.07,,01/1/2023,Medium,Small,2.0
952,953,Briana,Rusbridge,MEIP,Health Care,NASDAQ,"MEI Pharma, Inc.",73910000.0,6162.03,,01/1/2023,Low,Small,5.0
953,954,Salem,Unger,MNGA,Technology,NASDAQ,MagneGas Corporation,7870000.0,9066.57,,01/1/2023,Low,Small,1.0
954,955,Cortney,Sorro,CCN,Finance,NASDAQ,CardConnect Corp.,472080000.0,99811.53,,01/1/2023,Very High,Medium,2.0
965,966,Artemas,Franzini,A,Capital Goods,NYSE,"Agilent Technologies, Inc.",19120000000.0,74995.16,,01/1/2023,High,Large,1.0
985,986,Wenonah,Bancroft,JNJ,Health Care,NYSE,Johnson & Johnson,361920000000.0,27289.36,,01/1/2023,Medium,Huge,2.0
988,989,Odele,Binnall,UNH,Health Care,NYSE,UnitedHealth Group Incorporated,175030000000.0,23687.36,,01/1/2023,Low,Huge,2.0
999,1000,Lin,Rosgen,GPAC,Health Care,NASDAQ,Global Partner Acquisition Corp.,193670000.0,73954.07,,01/1/2023,High,Medium,4.0
