,Rank,id,Student_Name,Date,Term,GPA,3 Term GPA Moving
1552,1552,470,Jennee Boynton,2021-12-16,Term 4,6.75,5.42
1553,1553,470,Jennee Boynton,2022-03-16,Term 5,4.5,4.75
1554,1554,470,Jennee Boynton,2022-06-16,Term 6,4.25,5.17
1555,1555,325,Jenn Skynner,2020-12-16,Term 1,5.5,5.17
1556,1556,325,Jenn Skynner,2021-03-16,Term 2,4.25,4.75
1557,1557,325,Jenn Skynner,2021-06-01,Term 3,6.5,5.42
1558,1558,325,Jenn Skynner,2021-12-16,Term 4,6.0,5.58
1559,1559,325,Jenn Skynner,2022-03-16,Term 5,6.25,6.25
1560,1560,325,Jenn Skynner,2022-06-16,Term 6,4.0,5.42
1561,1561,113,Jefferson Drowsfield,2020-12-16,Term 1,5.25,5.5
1562,1562,113,Jefferson Drowsfield,2021-03-16,Term 2,6.0,5.42
1563,1563,113,Jefferson Drowsfield,2021-06-01,Term 3,4.75,5.33
1564,1564,113,Jefferson Drowsfield,2021-12-16,Term 4,6.25,5.67
1565,1565,113,Jefferson Drowsfield,2022-03-16,Term 5,5.5,5.5
1566,1566,113,Jefferson Drowsfield,2022-06-16,Term 6,5.0,5.58
1567,1567,429,Jeddy McGragh,2020-12-16,Term 1,6.5,5.25
1568,1568,429,Jeddy McGragh,2021-03-16,Term 2,3.75,5.58
1569,1569,429,Jeddy McGragh,2021-06-01,Term 3,7.25,5.83
1570,1570,429,Jeddy McGragh,2021-12-16,Term 4,7.5,6.17
1571,1571,429,Jeddy McGragh,2022-03-16,Term 5,5.5,6.75
1572,1572,429,Jeddy McGragh,2022-06-16,Term 6,3.75,5.58
1573,1573,379,Jeanelle Winchester,2020-12-16,Term 1,5.75,5.33
1574,1574,379,Jeanelle Winchester,2021-03-16,Term 2,3.75,4.83
1575,1575,379,Jeanelle Winchester,2021-06-01,Term 3,5.0,4.83
1576,1576,379,Jeanelle Winchester,2021-12-16,Term 4,3.5,4.08
1577,1577,379,Jeanelle Winchester,2022-03-16,Term 5,5.25,4.58
1578,1578,379,Jeanelle Winchester,2022-06-16,Term 6,7.0,5.25
1579,1579,419,Jean Daughton,2020-12-16,Term 1,4.75,4.25
1580,1580,419,Jean Daughton,2021-03-16,Term 2,3.5,4.0
1581,1581,419,Jean Daughton,2021-06-01,Term 3,4.75,4.33
1582,1582,419,Jean Daughton,2021-12-16,Term 4,3.25,3.83
1583,1583,419,Jean Daughton,2022-03-16,Term 5,5.75,4.58
1584,1584,419,Jean Daughton,2022-06-16,Term 6,3.0,4.0
1585,1585,42,Jaye Wiggam,2020-12-16,Term 1,5.75,5.33
1586,1586,42,Jaye Wiggam,2021-03-16,Term 2,4.25,5.42
1587,1587,42,Jaye Wiggam,2021-06-01,Term 3,5.25,5.08
1588,1588,42,Jaye Wiggam,2021-12-16,Term 4,6.25,5.25
1589,1589,42,Jaye Wiggam,2022-03-16,Term 5,4.75,5.42
1590,1590,42,Jaye Wiggam,2022-06-16,Term 6,6.25,5.75
1591,1591,95,Jarrid Gallagher,2020-12-16,Term 1,7.25,6.33
1592,1592,95,Jarrid Gallagher,2021-03-16,Term 2,5.0,6.0
1593,1593,95,Jarrid Gallagher,2021-06-01,Term 3,6.5,6.25
1594,1594,95,Jarrid Gallagher,2021-12-16,Term 4,5.0,5.5
1595,1595,95,Jarrid Gallagher,2022-03-16,Term 5,6.25,5.92
1596,1596,95,Jarrid Gallagher,2022-06-16,Term 6,4.5,5.25
1597,1597,496,Jarrett Baden,2020-12-16,Term 1,3.5,3.25
1598,1598,496,Jarrett Baden,2021-03-16,Term 2,3.5,3.0
1599,1599,496,Jarrett Baden,2021-06-01,Term 3,4.25,3.75
1600,1600,496,Jarrett Baden,2021-12-16,Term 4,6.25,4.67
1601,1601,496,Jarrett Baden,2022-03-16,Term 5,6.25,5.58
1602,1602,496,Jarrett Baden,2022-06-16,Term 6,4.25,5.58
1603,1603,363,Jarret Fittis,2020-12-16,Term 1,6.5,6.08
1604,1604,363,Jarret Fittis,2021-03-16,Term 2,3.5,5.33
1605,1605,363,Jarret Fittis,2021-06-01,Term 3,4.25,4.75
1606,1606,363,Jarret Fittis,2021-12-16,Term 4,6.0,4.58
1607,1607,363,Jarret Fittis,2022-03-16,Term 5,5.75,5.33
1608,1608,363,Jarret Fittis,2022-06-16,Term 6,5.75,5.83
1609,1609,84,Janos Luthwood,2020-12-16,Term 1,5.25,4.17
1610,1610,84,Janos Luthwood,2021-03-16,Term 2,4.25,4.33
1611,1611,84,Janos Luthwood,2021-06-01,Term 3,4.5,4.67
1612,1612,84,Janos Luthwood,2021-12-16,Term 4,3.5,4.08
1613,1613,84,Janos Luthwood,2022-03-16,Term 5,4.75,4.25
1614,1614,84,Janos Luthwood,2022-06-16,Term 6,4.25,4.17
1615,1615,177,Janeva Ferenczi,2020-12-16,Term 1,2.5,4.0
1616,1616,177,Janeva Ferenczi,2021-03-16,Term 2,4.0,3.92
1617,1617,177,Janeva Ferenczi,2021-06-01,Term 3,3.25,3.25
1618,1618,177,Janeva Ferenczi,2021-12-16,Term 4,5.5,4.25
1619,1619,177,Janeva Ferenczi,2022-03-16,Term 5,4.75,4.5
1620,1620,177,Janeva Ferenczi,2022-06-16,Term 6,6.5,5.58
1621,1621,138,Jan Giacomello,2020-12-16,Term 1,7.25,5.08
1622,1622,138,Jan Giacomello,2021-03-16,Term 2,7.5,6.5
1623,1623,138,Jan Giacomello,2021-06-01,Term 3,4.5,6.42
1624,1624,138,Jan Giacomello,2021-12-16,Term 4,4.5,5.5
1625,1625,138,Jan Giacomello,2022-03-16,Term 5,6.5,5.17
1626,1626,138,Jan Giacomello,2022-06-16,Term 6,6.25,5.75
1627,1627,39,Jacquenetta Suatt,2020-12-16,Term 1,5.75,5.25
1628,1628,39,Jacquenetta Suatt,2021-03-16,Term 2,3.75,4.75
1629,1629,39,Jacquenetta Suatt,2021-06-01,Term 3,4.25,4.58
1630,1630,39,Jacquenetta Suatt,2021-12-16,Term 4,5.25,4.42
1631,1631,39,Jacquenetta Suatt,2022-03-16,Term 5,4.25,4.58
1632,1632,39,Jacquenetta Suatt,2022-06-16,Term 6,4.75,4.75
1633,1633,434,Jaclin Gehring,2020-12-16,Term 1,6.0,5.33
1634,1634,434,Jaclin Gehring,2021-03-16,Term 2,4.75,5.0
1635,1635,434,Jaclin Gehring,2021-06-01,Term 3,4.25,5.0
1636,1636,434,Jaclin Gehring,2021-12-16,Term 4,4.0,4.33
1637,1637,434,Jaclin Gehring,2022-03-16,Term 5,4.75,4.33
1638,1638,434,Jaclin Gehring,2022-06-16,Term 6,6.0,4.92
1639,1639,29,Ivonne Ewence,2020-12-16,Term 1,5.25,5.33
1640,1640,29,Ivonne Ewence,2021-03-16,Term 2,4.0,4.58
1641,1641,29,Ivonne Ewence,2021-06-01,Term 3,5.75,5.0
1642,1642,29,Ivonne Ewence,2021-12-16,Term 4,7.0,5.58
1643,1643,29,Ivonne Ewence,2022-03-16,Term 5,4.0,5.58
1644,1644,29,Ivonne Ewence,2022-06-16,Term 6,5.0,5.33
1645,1645,98,Iver Brodley,2020-12-16,Term 1,5.75,4.58
1646,1646,98,Iver Brodley,2021-03-16,Term 2,5.5,4.83
1647,1647,98,Iver Brodley,2021-06-01,Term 3,5.25,5.5
1648,1648,98,Iver Brodley,2021-12-16,Term 4,5.0,5.25
1649,1649,98,Iver Brodley,2022-03-16,Term 5,3.25,4.5
1650,1650,98,Iver Brodley,2022-06-16,Term 6,5.75,4.67
1651,1651,9,Ivan Buffin,2020-12-16,Term 1,4.75,4.75
1652,1652,9,Ivan Buffin,2021-03-16,Term 2,4.5,4.83
1653,1653,9,Ivan Buffin,2021-06-01,Term 3,2.5,3.92
1654,1654,9,Ivan Buffin,2021-12-16,Term 4,3.75,3.58
1655,1655,9,Ivan Buffin,2022-03-16,Term 5,6.5,4.25
1656,1656,9,Ivan Buffin,2022-06-16,Term 6,3.25,4.5
1657,1657,176,Isaak Rubens,2020-12-16,Term 1,4.75,4.5
1658,1658,176,Isaak Rubens,2021-03-16,Term 2,7.75,5.5
1659,1659,176,Isaak Rubens,2021-06-01,Term 3,3.75,5.42
1660,1660,176,Isaak Rubens,2021-12-16,Term 4,6.0,5.83
1661,1661,176,Isaak Rubens,2022-03-16,Term 5,4.25,4.67
1662,1662,176,Isaak Rubens,2022-06-16,Term 6,5.25,5.17
1663,1663,461,Isa Earpe,2020-12-16,Term 1,6.5,5.08
1664,1664,461,Isa Earpe,2021-03-16,Term 2,3.0,4.33
1665,1665,461,Isa Earpe,2021-06-01,Term 3,4.25,4.58
1666,1666,461,Isa Earpe,2021-12-16,Term 4,5.25,4.17
1667,1667,461,Isa Earpe,2022-03-16,Term 5,7.25,5.58
1668,1668,461,Isa Earpe,2022-06-16,Term 6,2.75,5.08
1669,1669,135,Irv Kleiser,2020-12-16,Term 1,5.75,5.5
1670,1670,135,Irv Kleiser,2021-03-16,Term 2,6.0,6.08
1671,1671,135,Irv Kleiser,2021-06-01,Term 3,7.5,6.42
1672,1672,135,Irv Kleiser,2021-12-16,Term 4,6.0,6.5
1673,1673,135,Irv Kleiser,2022-03-16,Term 5,5.0,6.17
1674,1674,135,Irv Kleiser,2022-06-16,Term 6,6.25,5.75
1675,1675,69,Inigo Mutton,2020-12-16,Term 1,5.25,6.25
1676,1676,69,Inigo Mutton,2021-03-16,Term 2,6.75,6.17
1677,1677,69,Inigo Mutton,2021-06-01,Term 3,6.5,6.17
1678,1678,69,Inigo Mutton,2021-12-16,Term 4,4.0,5.75
1679,1679,69,Inigo Mutton,2022-03-16,Term 5,5.0,5.17
1680,1680,69,Inigo Mutton,2022-06-16,Term 6,4.25,4.42
1681,1681,426,Husain Jimmes,2020-12-16,Term 1,4.0,4.0
1682,1682,426,Husain Jimmes,2021-03-16,Term 2,4.5,4.17
1683,1683,426,Husain Jimmes,2021-06-01,Term 3,4.5,4.33
1684,1684,426,Husain Jimmes,2021-12-16,Term 4,3.5,4.17
1685,1685,426,Husain Jimmes,2022-03-16,Term 5,4.5,4.17
1686,1686,426,Husain Jimmes,2022-06-16,Term 6,3.75,3.92
1687,1687,258,Honor Sorey,2020-12-16,Term 1,4.0,5.33
1688,1688,258,Honor Sorey,2021-03-16,Term 2,5.75,5.08
1689,1689,258,Honor Sorey,2021-06-01,Term 3,4.5,4.75
1690,1690,258,Honor Sorey,2021-12-16,Term 4,5.0,5.08
1691,1691,258,Honor Sorey,2022-03-16,Term 5,4.5,4.67
1692,1692,258,Honor Sorey,2022-06-16,Term 6,4.25,4.58
1693,1693,279,Honey Skillings,2020-12-16,Term 1,5.25,6.17
1694,1694,279,Honey Skillings,2021-03-16,Term 2,4.0,5.5
1695,1695,279,Honey Skillings,2021-06-01,Term 3,5.5,4.92
1696,1696,279,Honey Skillings,2021-12-16,Term 4,6.25,5.25
1697,1697,279,Honey Skillings,2022-03-16,Term 5,5.0,5.58
1698,1698,279,Honey Skillings,2022-06-16,Term 6,3.0,4.75
1699,1699,400,Honey O'Scandall,2020-12-16,Term 1,5.0,4.92
1700,1700,400,Honey O'Scandall,2021-03-16,Term 2,5.5,5.08
1701,1701,400,Honey O'Scandall,2021-06-01,Term 3,2.75,4.42
1702,1702,400,Honey O'Scandall,2021-12-16,Term 4,3.0,3.75
1703,1703,400,Honey O'Scandall,2022-03-16,Term 5,4.25,3.33
1704,1704,400,Honey O'Scandall,2022-06-16,Term 6,4.75,4.0
1705,1705,185,Hobard Hassard,2020-12-16,Term 1,5.0,4.5
1706,1706,185,Hobard Hassard,2021-03-16,Term 2,7.25,4.75
1707,1707,185,Hobard Hassard,2021-06-01,Term 3,6.25,6.17
1708,1708,185,Hobard Hassard,2021-12-16,Term 4,5.0,6.17
1709,1709,185,Hobard Hassard,2022-03-16,Term 5,5.25,5.5
1710,1710,185,Hobard Hassard,2022-06-16,Term 6,5.5,5.25
1711,1711,102,Hertha MacNab,2020-12-16,Term 1,3.5,4.17
1712,1712,102,Hertha MacNab,2021-03-16,Term 2,5.25,4.33
1713,1713,102,Hertha MacNab,2021-06-01,Term 3,5.25,4.67
1714,1714,102,Hertha MacNab,2021-12-16,Term 4,5.75,5.42
1715,1715,102,Hertha MacNab,2022-03-16,Term 5,4.25,5.08
1716,1716,102,Hertha MacNab,2022-06-16,Term 6,6.75,5.58
1717,1717,55,Herta Varndell,2020-12-16,Term 1,4.5,4.75
1718,1718,55,Herta Varndell,2021-03-16,Term 2,4.25,4.25
1719,1719,55,Herta Varndell,2021-06-01,Term 3,4.75,4.5
1720,1720,55,Herta Varndell,2021-12-16,Term 4,3.75,4.25
1721,1721,55,Herta Varndell,2022-03-16,Term 5,4.75,4.42
1722,1722,55,Herta Varndell,2022-06-16,Term 6,3.75,4.08
1723,1723,495,Herrick Boichat,2020-12-16,Term 1,6.5,5.17
1724,1724,495,Herrick Boichat,2021-03-16,Term 2,7.25,6.25
1725,1725,495,Herrick Boichat,2021-06-01,Term 3,4.25,6.0
1726,1726,495,Herrick Boichat,2021-12-16,Term 4,7.5,6.33
1727,1727,495,Herrick Boichat,2022-03-16,Term 5,4.25,5.33
1728,1728,495,Herrick Boichat,2022-06-16,Term 6,2.0,4.58
1729,1729,7,Hernando Cullrford,2020-12-16,Term 1,6.75,5.08
1730,1730,7,Hernando Cullrford,2021-03-16,Term 2,5.75,6.0
1731,1731,7,Hernando Cullrford,2021-06-01,Term 3,2.0,4.83
1732,1732,7,Hernando Cullrford,2021-12-16,Term 4,5.75,4.5
1733,1733,7,Hernando Cullrford,2022-03-16,Term 5,7.25,5.0
1734,1734,7,Hernando Cullrford,2022-06-16,Term 6,3.25,5.42
1735,1735,439,Hercules Moorman,2020-12-16,Term 1,5.75,6.33
1736,1736,439,Hercules Moorman,2021-03-16,Term 2,6.5,5.83
1737,1737,439,Hercules Moorman,2021-06-01,Term 3,4.5,5.58
1738,1738,439,Hercules Moorman,2021-12-16,Term 4,3.5,4.83
1739,1739,439,Hercules Moorman,2022-03-16,Term 5,7.0,5.0
1740,1740,439,Hercules Moorman,2022-06-16,Term 6,3.75,4.75
1741,1741,154,Helenelizabeth Cayford,2020-12-16,Term 1,5.25,4.5
1742,1742,154,Helenelizabeth Cayford,2021-03-16,Term 2,5.0,4.08
1743,1743,154,Helenelizabeth Cayford,2021-06-01,Term 3,6.25,5.5
1744,1744,154,Helenelizabeth Cayford,2021-12-16,Term 4,3.5,4.92
1745,1745,154,Helenelizabeth Cayford,2022-03-16,Term 5,4.5,4.75
1746,1746,154,Helenelizabeth Cayford,2022-06-16,Term 6,7.75,5.25
1747,1747,310,Helenelizabeth Bricham,2020-12-16,Term 1,3.25,5.83
1748,1748,310,Helenelizabeth Bricham,2021-03-16,Term 2,4.25,4.67
1749,1749,310,Helenelizabeth Bricham,2021-06-01,Term 3,6.5,4.67
1750,1750,310,Helenelizabeth Bricham,2021-12-16,Term 4,5.75,5.5
1751,1751,310,Helenelizabeth Bricham,2022-03-16,Term 5,7.0,6.42
1752,1752,310,Helenelizabeth Bricham,2022-06-16,Term 6,6.0,6.25
1753,1753,44,Helen Mirams,2020-12-16,Term 1,7.0,6.0
1754,1754,44,Helen Mirams,2021-03-16,Term 2,6.5,6.25
1755,1755,44,Helen Mirams,2021-06-01,Term 3,4.75,6.08
1756,1756,44,Helen Mirams,2021-12-16,Term 4,4.25,5.17
1757,1757,44,Helen Mirams,2022-03-16,Term 5,7.25,5.42
1758,1758,44,Helen Mirams,2022-06-16,Term 6,8.0,6.5
1759,1759,256,Harriett Yerill,2020-12-16,Term 1,4.5,4.08
1760,1760,256,Harriett Yerill,2021-03-16,Term 2,3.5,3.83
1761,1761,256,Harriett Yerill,2021-06-01,Term 3,2.75,3.58
1762,1762,256,Harriett Yerill,2021-12-16,Term 4,7.75,4.67
1763,1763,256,Harriett Yerill,2022-03-16,Term 5,3.5,4.67
1764,1764,256,Harriett Yerill,2022-06-16,Term 6,4.5,5.25
1765,1765,300,Harman Holdworth,2020-12-16,Term 1,6.0,5.5
1766,1766,300,Harman Holdworth,2021-03-16,Term 2,6.5,5.75
1767,1767,300,Harman Holdworth,2021-06-01,Term 3,5.25,5.92
1768,1768,300,Harman Holdworth,2021-12-16,Term 4,5.75,5.83
1769,1769,300,Harman Holdworth,2022-03-16,Term 5,4.25,5.08
1770,1770,300,Harman Holdworth,2022-06-16,Term 6,5.0,5.0
1771,1771,474,Hamilton Cranmere,2020-12-16,Term 1,4.25,4.08
1772,1772,474,Hamilton Cranmere,2021-03-16,Term 2,4.5,4.5
1773,1773,474,Hamilton Cranmere,2021-06-01,Term 3,5.5,4.75
1774,1774,474,Hamilton Cranmere,2021-12-16,Term 4,4.5,4.83
1775,1775,474,Hamilton Cranmere,2022-03-16,Term 5,6.0,5.33
1776,1776,474,Hamilton Cranmere,2022-06-16,Term 6,4.25,4.92
1777,1777,152,Gwendolen Brader,2020-12-16,Term 1,6.25,4.92
1778,1778,152,Gwendolen Brader,2021-03-16,Term 2,5.75,4.92
1779,1779,152,Gwendolen Brader,2021-06-01,Term 3,6.25,6.08
1780,1780,152,Gwendolen Brader,2021-12-16,Term 4,4.75,5.58
1781,1781,152,Gwendolen Brader,2022-03-16,Term 5,5.5,5.5
1782,1782,152,Gwendolen Brader,2022-06-16,Term 6,3.75,4.67
1783,1783,2,Griswold Woltman,2020-12-16,Term 1,3.75,3.33
1784,1784,2,Griswold Woltman,2021-03-16,Term 2,4.25,3.92
1785,1785,2,Griswold Woltman,2021-06-01,Term 3,5.0,4.33
1786,1786,2,Griswold Woltman,2021-12-16,Term 4,2.0,3.75
1787,1787,2,Griswold Woltman,2022-03-16,Term 5,4.0,3.67
1788,1788,2,Griswold Woltman,2022-06-16,Term 6,6.0,4.0
1789,1789,271,Griffy Snazel,2020-12-16,Term 1,5.5,5.0
1790,1790,271,Griffy Snazel,2021-03-16,Term 2,4.75,5.25
1791,1791,271,Griffy Snazel,2021-06-01,Term 3,3.25,4.5
1792,1792,271,Griffy Snazel,2021-12-16,Term 4,3.0,3.67
1793,1793,271,Griffy Snazel,2022-03-16,Term 5,4.0,3.42
1794,1794,271,Griffy Snazel,2022-06-16,Term 6,6.5,4.5
1795,1795,427,Granville Clubb,2020-12-16,Term 1,5.25,4.5
1796,1796,427,Granville Clubb,2021-03-16,Term 2,4.75,4.58
1797,1797,427,Granville Clubb,2021-06-01,Term 3,3.0,4.33
1798,1798,427,Granville Clubb,2021-12-16,Term 4,6.5,4.75
1799,1799,427,Granville Clubb,2022-03-16,Term 5,6.0,5.17
1800,1800,427,Granville Clubb,2022-06-16,Term 6,6.5,6.33
1801,1801,171,Grannie Herrieven,2020-12-16,Term 1,6.5,5.25
1802,1802,171,Grannie Herrieven,2021-03-16,Term 2,6.0,5.33
1803,1803,171,Grannie Herrieven,2021-06-01,Term 3,5.75,6.08
1804,1804,171,Grannie Herrieven,2021-12-16,Term 4,6.75,6.17
1805,1805,171,Grannie Herrieven,2022-03-16,Term 5,6.0,6.17
1806,1806,171,Grannie Herrieven,2022-06-16,Term 6,6.0,6.25
1807,1807,355,Gordie Tunnah,2020-12-16,Term 1,5.25,5.08
1808,1808,355,Gordie Tunnah,2021-03-16,Term 2,4.0,4.5
1809,1809,355,Gordie Tunnah,2021-06-01,Term 3,4.25,4.5
1810,1810,355,Gordie Tunnah,2021-12-16,Term 4,4.5,4.25
1811,1811,355,Gordie Tunnah,2022-03-16,Term 5,5.25,4.67
1812,1812,355,Gordie Tunnah,2022-06-16,Term 6,4.75,4.83
1813,1813,190,Golda Pates,2020-12-16,Term 1,4.25,5.0
1814,1814,190,Golda Pates,2021-03-16,Term 2,5.75,5.25
1815,1815,190,Golda Pates,2021-06-01,Term 3,2.5,4.17
1816,1816,190,Golda Pates,2021-12-16,Term 4,7.5,5.25
1817,1817,190,Golda Pates,2022-03-16,Term 5,6.0,5.33
1818,1818,190,Golda Pates,2022-06-16,Term 6,4.0,5.83
1819,1819,89,Gladi Beazer,2020-12-16,Term 1,4.75,4.83
1820,1820,89,Gladi Beazer,2021-03-16,Term 2,5.75,4.75
1821,1821,89,Gladi Beazer,2021-06-01,Term 3,2.25,4.25
1822,1822,89,Gladi Beazer,2021-12-16,Term 4,5.75,4.58
1823,1823,89,Gladi Beazer,2022-03-16,Term 5,7.25,5.08
1824,1824,89,Gladi Beazer,2022-06-16,Term 6,4.5,5.83
1825,1825,60,Giorgi O'Leary,2020-12-16,Term 1,6.0,4.5
1826,1826,60,Giorgi O'Leary,2021-03-16,Term 2,4.25,4.5
1827,1827,60,Giorgi O'Leary,2021-06-01,Term 3,5.0,5.08
1828,1828,60,Giorgi O'Leary,2021-12-16,Term 4,5.5,4.92
1829,1829,60,Giorgi O'Leary,2022-03-16,Term 5,4.75,5.08
1830,1830,60,Giorgi O'Leary,2022-06-16,Term 6,4.75,5.0
1831,1831,23,Ginelle Challenor,2020-12-16,Term 1,5.25,5.17
1832,1832,23,Ginelle Challenor,2021-03-16,Term 2,5.5,5.17
1833,1833,23,Ginelle Challenor,2021-06-01,Term 3,2.75,4.5
1834,1834,23,Ginelle Challenor,2021-12-16,Term 4,4.25,4.17
1835,1835,23,Ginelle Challenor,2022-03-16,Term 5,4.75,3.92
1836,1836,23,Ginelle Challenor,2022-06-16,Term 6,6.25,5.08
1837,1837,431,Gillian Febry,2020-12-16,Term 1,4.25,4.33
1838,1838,431,Gillian Febry,2021-03-16,Term 2,3.25,3.67
1839,1839,431,Gillian Febry,2021-06-01,Term 3,5.75,4.42
1840,1840,431,Gillian Febry,2021-12-16,Term 4,7.25,5.42
1841,1841,431,Gillian Febry,2022-03-16,Term 5,4.25,5.75
1842,1842,431,Gillian Febry,2022-06-16,Term 6,4.5,5.33
1843,1843,438,Gian Yusupov,2020-12-16,Term 1,4.75,4.75
1844,1844,438,Gian Yusupov,2021-03-16,Term 2,4.75,4.08
1845,1845,438,Gian Yusupov,2021-06-01,Term 3,5.0,4.83
1846,1846,438,Gian Yusupov,2021-12-16,Term 4,4.75,4.83
1847,1847,438,Gian Yusupov,2022-03-16,Term 5,8.0,5.92
1848,1848,438,Gian Yusupov,2022-06-16,Term 6,5.25,6.0
1849,1849,493,Gertrudis Danbye,2020-12-16,Term 1,6.25,5.92
1850,1850,493,Gertrudis Danbye,2021-03-16,Term 2,6.25,5.58
1851,1851,493,Gertrudis Danbye,2021-06-01,Term 3,7.0,6.5
1852,1852,493,Gertrudis Danbye,2021-12-16,Term 4,5.5,6.25
1853,1853,493,Gertrudis Danbye,2022-03-16,Term 5,2.75,5.08
1854,1854,493,Gertrudis Danbye,2022-06-16,Term 6,5.75,4.67
1855,1855,356,Germain Orhrt,2020-12-16,Term 1,4.25,4.75
1856,1856,356,Germain Orhrt,2021-03-16,Term 2,5.25,4.75
1857,1857,356,Germain Orhrt,2021-06-01,Term 3,2.75,4.08
1858,1858,356,Germain Orhrt,2021-12-16,Term 4,5.5,4.5
1859,1859,356,Germain Orhrt,2022-03-16,Term 5,5.75,4.67
1860,1860,356,Germain Orhrt,2022-06-16,Term 6,5.5,5.58
1861,1861,260,Georgina Threlfall,2020-12-16,Term 1,5.25,4.58
1862,1862,260,Georgina Threlfall,2021-03-16,Term 2,5.5,5.25
1863,1863,260,Georgina Threlfall,2021-06-01,Term 3,5.5,5.42
1864,1864,260,Georgina Threlfall,2021-12-16,Term 4,7.75,6.25
1865,1865,260,Georgina Threlfall,2022-03-16,Term 5,7.25,6.83
1866,1866,260,Georgina Threlfall,2022-06-16,Term 6,3.25,6.08
1867,1867,24,Gennifer Caldaro,2020-12-16,Term 1,3.0,4.67
1868,1868,24,Gennifer Caldaro,2021-03-16,Term 2,4.0,4.42
1869,1869,24,Gennifer Caldaro,2021-06-01,Term 3,5.25,4.08
1870,1870,24,Gennifer Caldaro,2021-12-16,Term 4,5.0,4.75
1871,1871,24,Gennifer Caldaro,2022-03-16,Term 5,5.0,5.08
1872,1872,24,Gennifer Caldaro,2022-06-16,Term 6,6.0,5.33
1873,1873,216,Genna Pantridge,2020-12-16,Term 1,1.25,3.0
1874,1874,216,Genna Pantridge,2021-03-16,Term 2,3.5,3.33
1875,1875,216,Genna Pantridge,2021-06-01,Term 3,4.5,3.08
1876,1876,216,Genna Pantridge,2021-12-16,Term 4,4.75,4.25
1877,1877,216,Genna Pantridge,2022-03-16,Term 5,3.75,4.33
1878,1878,216,Genna Pantridge,2022-06-16,Term 6,5.25,4.58
1879,1879,197,Gaye MacCleod,2020-12-16,Term 1,4.75,5.17
1880,1880,197,Gaye MacCleod,2021-03-16,Term 2,2.5,4.08
1881,1881,197,Gaye MacCleod,2021-06-01,Term 3,6.0,4.42
1882,1882,197,Gaye MacCleod,2021-12-16,Term 4,4.75,4.42
1883,1883,197,Gaye MacCleod,2022-03-16,Term 5,3.0,4.58
1884,1884,197,Gaye MacCleod,2022-06-16,Term 6,7.0,4.92
1885,1885,377,Gaye Bulcock,2020-12-16,Term 1,1.25,4.33
1886,1886,377,Gaye Bulcock,2021-03-16,Term 2,5.75,3.92
1887,1887,377,Gaye Bulcock,2021-06-01,Term 3,5.5,4.17
1888,1888,377,Gaye Bulcock,2021-12-16,Term 4,4.25,5.17
1889,1889,377,Gaye Bulcock,2022-03-16,Term 5,5.75,5.17
1890,1890,377,Gaye Bulcock,2022-06-16,Term 6,5.25,5.08
1891,1891,253,Gallagher Crudginton,2020-12-16,Term 1,5.25,5.08
1892,1892,253,Gallagher Crudginton,2021-03-16,Term 2,7.0,5.67
1893,1893,253,Gallagher Crudginton,2021-06-01,Term 3,2.75,5.0
1894,1894,253,Gallagher Crudginton,2021-12-16,Term 4,4.0,4.58
1895,1895,253,Gallagher Crudginton,2022-03-16,Term 5,4.5,3.75
1896,1896,253,Gallagher Crudginton,2022-06-16,Term 6,3.25,3.92
1897,1897,85,Gale Tomaskunas,2020-12-16,Term 1,3.5,4.17
1898,1898,85,Gale Tomaskunas,2021-03-16,Term 2,5.75,4.5
1899,1899,85,Gale Tomaskunas,2021-06-01,Term 3,6.25,5.17
1900,1900,85,Gale Tomaskunas,2021-12-16,Term 4,6.25,6.08
1901,1901,85,Gale Tomaskunas,2022-03-16,Term 5,6.0,6.17
1902,1902,85,Gale Tomaskunas,2022-06-16,Term 6,3.75,5.33
1903,1903,240,Gale Harty,2020-12-16,Term 1,7.5,6.17
1904,1904,240,Gale Harty,2021-03-16,Term 2,4.0,5.25
1905,1905,240,Gale Harty,2021-06-01,Term 3,4.25,5.25
1906,1906,240,Gale Harty,2021-12-16,Term 4,5.5,4.58
1907,1907,240,Gale Harty,2022-03-16,Term 5,5.25,5.0
1908,1908,240,Gale Harty,2022-06-16,Term 6,2.25,4.33
1909,1909,153,Gael Novkovic,2020-12-16,Term 1,5.75,5.0
1910,1910,153,Gael Novkovic,2021-03-16,Term 2,4.25,4.58
1911,1911,153,Gael Novkovic,2021-06-01,Term 3,5.25,5.08
1912,1912,153,Gael Novkovic,2021-12-16,Term 4,6.0,5.17
1913,1913,153,Gael Novkovic,2022-03-16,Term 5,6.25,5.83
1914,1914,153,Gael Novkovic,2022-06-16,Term 6,2.0,4.75
1915,1915,99,Gabriel Sugars,2020-12-16,Term 1,4.0,4.33
1916,1916,99,Gabriel Sugars,2021-03-16,Term 2,4.25,4.67
1917,1917,99,Gabriel Sugars,2021-06-01,Term 3,5.5,4.58
1918,1918,99,Gabriel Sugars,2021-12-16,Term 4,4.5,4.75
1919,1919,99,Gabriel Sugars,2022-03-16,Term 5,4.75,4.92
1920,1920,99,Gabriel Sugars,2022-06-16,Term 6,4.0,4.42
1921,1921,54,Frasier Baptie,2020-12-16,Term 1,6.0,6.0
1922,1922,54,Frasier Baptie,2021-03-16,Term 2,5.75,6.0
1923,1923,54,Frasier Baptie,2021-06-01,Term 3,3.75,5.17
